file_name,caption_1,caption_2,caption_3,caption_4,caption_5
pc_keyboard.wav,A brush is getting utilized quickly up front.,The engine of a lawn mower is revved up quite a few times.,The engine of a lawn mower is revved up repeatedly and finally the lawn mower starts.,"Despite the multiple attempts and rates of speed, the small internal combustion engine would not start.","Small internal combustion engine being turned multiple times at differing rates, but not starting."
rain window.wav,In the foreground is a loud grinding noise.,The copy machine in the office is old and rattling as it makes copies.,The popcorn must pop for a period of time in the microwave.,a loud grinding type noise in the foreground,some sort of machine running and clattering in a steady rhythm
eating_cabbage.wav,A person or animal chewing on a food that is crunchy,A person is biting and eating some crunchy food.,A person eats some crunchy food multiple times.,"Someone crunches and chews a crunchy snack, then crunches fourteen times before chewing again.",Someone chews a crunchy snack fourteen times before biting again.
public.wav,"A crowd of people are clapping, shouting, and screaming.",A large crowd of people are talking and cheering in close surroundings.,A large group of people in the stadium cheer on their team.,"Clapping, shouting and screaming from a crowd of people.",A crowd of people cheers in a stadium.
Coloane_HacsaBeach_Forest_birds_low.wav,Birds are chirping while cars drive by on the freeway overpass.,Birds chirp while cars drive past on the freeway overpass.,It is raining and cars are passing while birds chirp.,Waves are crashing loudly while birds chirp in the background.,Waves are crashing while birds chirp in the background.
TEX_street_cleaning_water.wav,Rain coming down on the side of a busy highway overpass with construction workers talking.,Someone cleans the floor with a machine while talking to another man.,Someone is running a floor cleaning machine while a man talks to another man.,"Static in the background like a vacuum cleaner is going, and brief inaudible background talking","Static in the background like a vacuum cleaner is going, and the brief inaudible background talking"
room-tone theater with silent woman 130525_07.wav,A horn sounds constantly while a car is scraping and stepping on a surface.,A machine with a rotating cutting wheel files metal.,An elevator being raised to the roof very slowly.,An elevator very slowly being raised to the roof.,metal is being filed by a machine with spinning cutter
thunder04.wav,It is storming with heavy rain outside while thunder is crashing.,Rain falls in the foreground as thunder is clapping in the background.,Several cracks of thunder occur in the distance while rain falls.,Thunder claps and rumbles loudly in the distance.,Thunder rolls with a looming and deep frequency.
Jet interior ambience JPN.wav,A long whistling sound was obscured by the wind blowing in the background.,A machine working on something spins and hums to life,A pipe hisses while static is in the background.,The hissing of a pipe as static is audible in the background.,"Through a narrow passageway, a high volume of air is moving quickly."
whitenoise_wah.wav,Consistent loud gusts of wind in a large area,Erratic wind gushing and howling through a narrow passageway.,Erratic wind were gushing and howling as the ship went through a narrow passageway.,"Wind blows through a tunnel at first quickly, but then it slows down.",Wind blows through a tunnel fast and then slow.
SFX_BEER-Bottle-Cap-Open-POUR.wav,"Opening a soda bottle makes the lid fall, creating a beeping sound before the soda fills a glass.","Several bottles of liquid are opened up by someone, before they begin pouring out a glass.",Someone opening several bottles of a beverage and then pouring a glass.,Three bottles being opened using a traditional bottle opener and one of them being poured out into a glass.,Three bottles opened with a bottle opener and pouring into a glass.
World melody.wav,A person is playing some string instruments as other join him in the band.,A person playing a stringed instrument as other people join him in the band.,A unique instrumental song is being played with several instruments.,A unique song is being played with several instruments.,traditional music instrument is being played with a nice tune
PS3F_FOZ_centro_onibus AvJKchegando no Terminal_Dia.wav,A large diesel engine is shifting through its gears as it drives.,A large diesel engine shifting through its gears as it drives.,A tractor trailer takes off and changes gears several times.,It is raining and a large truck is accelerating and slowing down.,It is raining and a large truck is accelerating and then slows down.
